invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
540190,20727,Lunch Bag Black Skull,26,06-08-2023 02:34,1.22,13328,Netherlands
550492,22632,Hand Warmer Union Jack,36,19-06-2023 05:25,2.65,16353,Spain
557364,22112,Chocolate Hot Water Bottle,11,15-09-2023 02:29,3.31,13979,United Kingdom
542975,22632,Hand Warmer Union Jack,37,08-06-2023 22:16,4.23,17569,United Kingdom
546102,71053,White Metal Lantern,37,17-03-2023 03:34,4.56,17990,Spain
557568,84029G,Union Flag Hot Water Bottle,7,02-10-2023 13:19,4.05,17691,France
559711,84029G,Union Flag Hot Water Bottle,18,01-05-2023 05:33,3.89,13557,United Kingdom
559778,22960,Jam Making Set With Jars,20,23-12-2023 07:19,4.06,17976,France
541816,85123A,White Hanging Heart T-Light Holder,2,28-08-2023 15:45,2.37,15124,United Kingdom
540569,85123A,White Hanging Heart T-Light Holder,26,23-12-2023 03:10,2.84,16882,United Kingdom
545442,84879,Assorted Colour Bird Ornament,23,06-03-2023 06:03,3.85,12528,United Kingdom
541895,20725,Lunch Bag Red Retrospot,32,14-11-2023 03:54,1.48,12497,United Kingdom
559117,22745,Poppy’s Playhouse Bedroom,13,07-07-2023 03:03,2.47,13810,United Kingdom
543863,22745,Poppy’s Playhouse Bedroom,13,08-04-2023 06:23,2.95,17609,Portugal
552913,22960,Jam Making Set With Jars,17,29-09-2023 13:25,3.49,14845,United Kingdom
547455,20727,Lunch Bag Black Skull,25,15-04-2023 09:43,3.29,14125,Germany
C544014,21730,Glass Star Frosted T-Light Holder,-7,15-05-2023 11:40,4.29,12319,United Kingdom
551093,20725,Lunch Bag Red Retrospot,27,29-11-2023 09:50,3.24,15363,United Kingdom
558070,22633,Hand Warmer Red Polka Dot,17,15-07-2023 08:11,5.09,14569,Spain
543009,84832,Zinc Metal Heart Decoration,26,19-08-2023 03:19,2.84,15386,Spain
556538,22960,Jam Making Set With Jars,38,21-07-2023 00:06,3.46,16709,United Kingdom
550729,21977,Pack of 60 Pink Paper Doilies,14,02-04-2023 17:29,1.21,16725,United Kingdom
541409,22961,Jam Making Set Printed,14,14-12-2023 16:22,2.54,14716,United Kingdom
552249,71053,White Metal Lantern,12,16-02-2023 21:53,4.93,15338,Netherlands
540784,22112,Chocolate Hot Water Bottle,5,11-01-2023 19:18,2.63,17541,Germany
548096,22960,Jam Making Set With Jars,37,11-06-2023 08:48,2.29,12244,United Kingdom
547560,22961,Jam Making Set Printed,4,20-02-2023 12:28,3.54,14719,France
C552533,22633,Hand Warmer Red Polka Dot,-7,05-01-2023 22:08,1.54,12869,Netherlands
547343,22748,Poppy’s Playhouse Kitchen,25,31-10-2023 04:16,3.49,13459,United Kingdom
547206,22632,Hand Warmer Union Jack,4,14-10-2023 05:13,2.51,16109,United Kingdom
545801,85123A,White Hanging Heart T-Light Holder,16,21-12-2023 15:58,2.85,12670,United Kingdom
559190,22961,Jam Making Set Printed,2,26-03-2023 09:51,4.6,16736,United Kingdom
556921,21730,Glass Star Frosted T-Light Holder,23,23-10-2023 04:41,4.05,12685,United Kingdom
545986,22748,Poppy’s Playhouse Kitchen,4,23-09-2023 19:01,3.12,17027,United Kingdom
558225,71053,White Metal Lantern,20,04-12-2023 21:06,3.68,17805,Portugal
550647,20725,Lunch Bag Red Retrospot,17,18-08-2023 09:25,4.5,13974,United Kingdom
548716,22632,Hand Warmer Union Jack,6,01-11-2023 12:39,4.41,17027,Germany
559334,21977,Pack of 60 Pink Paper Doilies,18,25-05-2023 06:48,2,13011,Germany
552323,22112,Chocolate Hot Water Bottle,20,02-08-2023 09:10,2.49,13384,Spain
544780,22633,Hand Warmer Red Polka Dot,39,27-07-2023 19:35,2.7,16138,United Kingdom
542368,84406B,Cream Cupid Hearts Coat Hanger,34,07-11-2023 22:28,2.01,12910,United Kingdom
552039,20727,Lunch Bag Black Skull,24,17-10-2023 15:51,1.25,13317,United Kingdom
546655,20727,Lunch Bag Black Skull,18,24-08-2023 20:32,1.95,17464,France
548173,71053,White Metal Lantern,30,02-02-2023 18:10,4.68,17115,United Kingdom
544495,22745,Poppy’s Playhouse Bedroom,1,13-05-2023 19:13,3.55,15126,United Kingdom
550893,22745,Poppy’s Playhouse Bedroom,23,14-04-2023 15:57,2.67,12566,France
553403,20725,Lunch Bag Red Retrospot,29,11-02-2023 15:08,3.82,15917,United Kingdom
553121,84029G,Union Flag Hot Water Bottle,32,11-05-2023 05:14,4.38,13465,United Kingdom
550966,84879,Assorted Colour Bird Ornament,2,10-07-2023 09:09,2.72,16202,Germany
540853,21730,Glass Star Frosted T-Light Holder,36,26-09-2023 13:31,3.2,17432,Spain
556958,22745,Poppy’s Playhouse Bedroom,17,01-09-2023 12:21,1.48,13207,United Kingdom
557532,84406B,Cream Cupid Hearts Coat Hanger,2,02-03-2023 13:59,3.77,15570,United Kingdom
549907,21730,Glass Star Frosted T-Light Holder,4,07-06-2023 11:38,2.73,14465,Germany
C544777,84832,Zinc Metal Heart Decoration,-6,02-11-2023 22:34,3.06,16144,United Kingdom
555338,22112,Chocolate Hot Water Bottle,1,10-03-2023 13:12,3.02,16348,United Kingdom
542491,22961,Jam Making Set Printed,23,21-10-2023 12:27,3.92,15926,Spain
555328,22469,Heart of Wicker Small,6,05-04-2023 23:50,3.66,15140,Netherlands
554599,20725,Lunch Bag Red Retrospot,16,05-09-2023 01:06,3.02,15513,France
559508,21730,Glass Star Frosted T-Light Holder,2,15-09-2023 13:04,1.27,16010,United Kingdom
543051,84832,Zinc Metal Heart Decoration,12,26-02-2023 22:45,3.87,14877,France
555979,22632,Hand Warmer Union Jack,27,20-09-2023 23:21,4.98,13400,United Kingdom
556388,22961,Jam Making Set Printed,19,27-07-2023 08:23,4.51,13568,United Kingdom
540876,21977,Pack of 60 Pink Paper Doilies,28,29-01-2023 07:57,5.42,17651,United Kingdom
544142,84029G,Union Flag Hot Water Bottle,35,10-08-2023 07:16,1.8,12740,United Kingdom
555202,21977,Pack of 60 Pink Paper Doilies,4,11-06-2023 01:38,2.16,12699,United Kingdom
546966,71053,White Metal Lantern,7,08-04-2023 14:38,3.52,12702,United Kingdom
547079,21977,Pack of 60 Pink Paper Doilies,37,22-06-2023 18:22,2.21,17303,United Kingdom
547987,21977,Pack of 60 Pink Paper Doilies,25,07-05-2023 05:44,1.35,16388,United Kingdom
546799,22961,Jam Making Set Printed,17,10-04-2023 17:04,2.93,12955,Portugal
544465,22112,Chocolate Hot Water Bottle,14,12-03-2023 14:23,2.44,12873,United Kingdom
557019,20727,Lunch Bag Black Skull,37,05-07-2023 23:14,2.33,14408,Germany
553417,22745,Poppy’s Playhouse Bedroom,2,30-11-2023 02:07,5.3,16597,United Kingdom
C558077,21977,Pack of 60 Pink Paper Doilies,-9,25-03-2023 11:07,2.23,15378,Belgium
548311,22632,Hand Warmer Union Jack,15,17-08-2023 02:27,1.76,13820,United Kingdom
557214,84029G,Union Flag Hot Water Bottle,33,16-10-2023 16:20,1.74,16744,United Kingdom
554098,71053,White Metal Lantern,12,17-12-2023 17:11,4.67,16181,Portugal
545177,22748,Poppy’s Playhouse Kitchen,19,07-09-2023 12:36,4.27,16391,Spain
554262,22633,Hand Warmer Red Polka Dot,5,07-04-2023 07:56,1.76,15242,Portugal
C548308,22745,Poppy’s Playhouse Bedroom,-8,12-12-2023 11:23,2.14,13379,United Kingdom
545949,22112,Chocolate Hot Water Bottle,9,06-08-2023 12:47,4.41,17579,United Kingdom
559222,22960,Jam Making Set With Jars,39,11-07-2023 04:30,2.38,12278,United Kingdom
541150,84029G,Union Flag Hot Water Bottle,34,15-06-2023 21:28,5.42,16347,Italy
541931,84832,Zinc Metal Heart Decoration,29,12-01-2023 22:51,3.52,13031,United Kingdom
549204,22748,Poppy’s Playhouse Kitchen,2,10-07-2023 01:23,2.03,16681,United Kingdom
558048,22112,Chocolate Hot Water Bottle,19,07-07-2023 05:09,4.89,13343,United Kingdom
541081,20727,Lunch Bag Black Skull,28,03-10-2023 07:00,2.57,17270,United Kingdom
556896,84406B,Cream Cupid Hearts Coat Hanger,35,30-08-2023 16:18,2.44,12604,United Kingdom
553407,22086,Paper Chain Kit 50’s Christmas,22,18-11-2023 03:21,2.61,14655,United Kingdom
547805,71053,White Metal Lantern,4,18-01-2023 00:19,4.5,12591,France
545237,22961,Jam Making Set Printed,8,19-09-2023 18:20,1.94,17871,United Kingdom
556943,84879,Assorted Colour Bird Ornament,1,07-03-2023 06:25,2.84,15954,United Kingdom
552775,20727,Lunch Bag Black Skull,36,10-03-2023 12:17,1.33,12011,Spain
556244,20727,Lunch Bag Black Skull,7,07-05-2023 07:08,4.75,12121,France
553184,22086,Paper Chain Kit 50’s Christmas,25,05-05-2023 13:50,2.67,16520,United Kingdom
543343,20725,Lunch Bag Red Retrospot,29,12-04-2023 08:26,2.27,14276,France
553500,20727,Lunch Bag Black Skull,1,02-08-2023 22:02,3.69,14644,Germany
549662,22961,Jam Making Set Printed,18,30-05-2023 18:55,4.23,16073,United Kingdom
556964,20727,Lunch Bag Black Skull,4,06-03-2023 04:52,4.7,12877,United Kingdom
555125,84029G,Union Flag Hot Water Bottle,20,16-08-2023 04:38,2.7,12785,United Kingdom
548130,22469,Heart of Wicker Small,8,18-03-2023 20:49,4.69,14076,United Kingdom
559531,84879,Assorted Colour Bird Ornament,27,10-07-2023 13:09,3.2,17671,United Kingdom
541679,22961,Jam Making Set Printed,39,21-05-2023 13:55,1.63,12100,United Kingdom
543506,21730,Glass Star Frosted T-Light Holder,35,25-04-2023 01:24,4.84,12375,Spain
553284,22086,Paper Chain Kit 50’s Christmas,25,03-05-2023 02:44,3.55,12645,United Kingdom
547253,71053,White Metal Lantern,14,28-08-2023 15:38,3.79,15382,United Kingdom
559128,21730,Glass Star Frosted T-Light Holder,31,28-02-2023 01:21,5.23,15511,Spain
549435,22632,Hand Warmer Union Jack,5,24-04-2023 18:21,3.6,17960,Netherlands
551310,22748,Poppy’s Playhouse Kitchen,17,23-03-2023 09:41,1.22,14740,United Kingdom
553296,84406B,Cream Cupid Hearts Coat Hanger,10,02-08-2023 19:33,4.94,15528,France
558525,84029G,Union Flag Hot Water Bottle,16,14-09-2023 20:24,2.42,16816,Italy
553245,22748,Poppy’s Playhouse Kitchen,4,20-11-2023 10:23,3.36,17719,France
551151,84029G,Union Flag Hot Water Bottle,5,09-01-2023 10:24,2.08,14023,Netherlands
550457,21977,Pack of 60 Pink Paper Doilies,20,03-01-2023 17:24,2.48,16566,France
542479,22960,Jam Making Set With Jars,6,22-09-2023 06:13,4.15,13952,United Kingdom
544452,22960,Jam Making Set With Jars,11,04-12-2023 07:14,3.05,13045,United Kingdom
545881,22086,Paper Chain Kit 50’s Christmas,17,21-11-2023 20:55,3.9,14097,Italy
554069,22086,Paper Chain Kit 50’s Christmas,3,05-10-2023 00:19,4.74,15822,Spain
542849,20727,Lunch Bag Black Skull,16,11-04-2023 09:47,2.67,16821,United Kingdom
547390,84029G,Union Flag Hot Water Bottle,36,28-04-2023 09:59,3.64,15866,United Kingdom
551922,20727,Lunch Bag Black Skull,26,21-03-2023 20:30,4.54,15631,United Kingdom
542489,22960,Jam Making Set With Jars,24,13-05-2023 01:26,4.28,14014,Netherlands
549823,22633,Hand Warmer Red Polka Dot,34,08-02-2023 17:24,3.52,14349,United Kingdom
549207,22961,Jam Making Set Printed,20,03-01-2023 09:55,2.85,15398,United Kingdom
549540,22112,Chocolate Hot Water Bottle,17,26-01-2023 01:43,2.95,12383,Netherlands
556364,84029G,Union Flag Hot Water Bottle,20,21-09-2023 06:37,3.06,17870,United Kingdom
544611,22112,Chocolate Hot Water Bottle,16,21-02-2023 23:10,2.7,14585,France
559223,22469,Heart of Wicker Small,4,16-07-2023 10:20,4.21,12702,United Kingdom
545878,20727,Lunch Bag Black Skull,18,04-06-2023 19:37,1.74,14096,United Kingdom
556347,21730,Glass Star Frosted T-Light Holder,36,02-08-2023 02:51,5.36,12318,United Kingdom
540851,20727,Lunch Bag Black Skull,35,25-02-2023 03:05,4.55,12020,United Kingdom
558071,21977,Pack of 60 Pink Paper Doilies,30,12-02-2023 17:50,2.48,15504,United Kingdom
546833,85123A,White Hanging Heart T-Light Holder,18,27-01-2023 01:47,1.38,12591,United Kingdom
551938,85123A,White Hanging Heart T-Light Holder,21,14-02-2023 08:50,4.26,16104,Germany
542427,22633,Hand Warmer Red Polka Dot,32,29-10-2023 21:04,4.36,14196,Germany
544000,84029G,Union Flag Hot Water Bottle,5,02-02-2023 03:54,5.34,13460,United Kingdom
545052,85123A,White Hanging Heart T-Light Holder,23,07-05-2023 04:13,2.29,14546,United Kingdom
542738,20725,Lunch Bag Red Retrospot,30,05-04-2023 12:26,1.56,13911,Spain
545387,22112,Chocolate Hot Water Bottle,27,11-10-2023 08:49,5.14,15126,United Kingdom
C548002,84832,Zinc Metal Heart Decoration,-8,16-12-2023 22:28,2.31,16392,Germany
545536,22633,Hand Warmer Red Polka Dot,14,20-12-2023 19:00,4.3,14565,United Kingdom
553479,22469,Heart of Wicker Small,21,19-04-2023 15:42,1.46,17348,United Kingdom
543913,85123A,White Hanging Heart T-Light Holder,34,22-03-2023 19:24,4.47,13270,United Kingdom
557450,84406B,Cream Cupid Hearts Coat Hanger,26,28-06-2023 17:56,1.75,12281,United Kingdom
550636,22086,Paper Chain Kit 50’s Christmas,25,11-07-2023 18:01,4.19,14816,United Kingdom
545726,22633,Hand Warmer Red Polka Dot,31,04-02-2023 15:53,3.49,16352,United Kingdom
543373,85123A,White Hanging Heart T-Light Holder,6,19-09-2023 06:25,5.31,17212,Portugal
552161,22469,Heart of Wicker Small,4,09-08-2023 17:24,1.36,13829,Germany
542082,85123A,White Hanging Heart T-Light Holder,24,05-07-2023 04:46,2.46,12552,Spain
556281,22633,Hand Warmer Red Polka Dot,31,08-05-2023 02:00,1.5,15739,France
555305,84406B,Cream Cupid Hearts Coat Hanger,19,27-09-2023 21:20,4.98,14964,United Kingdom
549817,20725,Lunch Bag Red Retrospot,11,20-07-2023 21:35,3.75,17616,Germany
551261,84832,Zinc Metal Heart Decoration,29,08-11-2023 14:39,3.5,15467,France
540417,22632,Hand Warmer Union Jack,5,20-03-2023 12:01,1.77,14924,France
548808,21730,Glass Star Frosted T-Light Holder,18,18-08-2023 09:05,3.3,14807,United Kingdom
543267,22086,Paper Chain Kit 50’s Christmas,3,28-05-2023 11:45,2.91,14919,United Kingdom
557209,22961,Jam Making Set Printed,11,02-08-2023 15:59,2.56,15004,United Kingdom
545745,85123A,White Hanging Heart T-Light Holder,21,04-05-2023 21:55,4.52,13570,United Kingdom
551338,71053,White Metal Lantern,30,25-05-2023 16:03,1.46,14296,United Kingdom
540412,20725,Lunch Bag Red Retrospot,19,22-05-2023 17:53,3.98,17962,Spain
547543,22960,Jam Making Set With Jars,25,26-01-2023 16:24,4.74,17756,United Kingdom
547587,71053,White Metal Lantern,35,20-08-2023 11:43,5.1,14336,Germany
540728,22960,Jam Making Set With Jars,12,09-06-2023 16:14,4.41,14456,United Kingdom
551657,22748,Poppy’s Playhouse Kitchen,26,15-12-2023 05:35,2.41,16404,France
545988,22745,Poppy’s Playhouse Bedroom,5,20-08-2023 18:05,3.78,12060,United Kingdom
558888,22745,Poppy’s Playhouse Bedroom,19,12-03-2023 21:24,1.81,15575,United Kingdom
C542967,21730,Glass Star Frosted T-Light Holder,-2,09-11-2023 07:00,1.7,14828,United Kingdom
554527,84879,Assorted Colour Bird Ornament,38,20-07-2023 11:35,3.95,14574,United Kingdom
559170,22633,Hand Warmer Red Polka Dot,29,25-09-2023 04:10,4.86,15382,United Kingdom
556048,22748,Poppy’s Playhouse Kitchen,12,03-01-2023 16:22,1.49,15764,Italy
557506,84406B,Cream Cupid Hearts Coat Hanger,19,19-12-2023 16:57,1.66,14247,United Kingdom
557955,22469,Heart of Wicker Small,9,23-05-2023 23:16,3.63,15424,United Kingdom
C545073,84406B,Cream Cupid Hearts Coat Hanger,-7,17-05-2023 03:11,2.14,13098,United Kingdom
545104,22086,Paper Chain Kit 50’s Christmas,29,18-02-2023 15:56,3.83,14803,United Kingdom
542143,84406B,Cream Cupid Hearts Coat Hanger,3,21-06-2023 15:31,2.12,17390,France
547357,85123A,White Hanging Heart T-Light Holder,23,22-03-2023 11:12,1.7,17140,Belgium
552043,85123A,White Hanging Heart T-Light Holder,30,05-06-2023 22:56,3.55,15107,France
543440,84832,Zinc Metal Heart Decoration,24,26-09-2023 16:49,4.91,12197,Netherlands
545644,84029G,Union Flag Hot Water Bottle,37,30-10-2023 11:21,4.15,17272,United Kingdom
550518,71053,White Metal Lantern,37,21-01-2023 13:37,4.72,14091,United Kingdom
C554552,22112,Chocolate Hot Water Bottle,-1,19-02-2023 06:35,2.35,14688,Netherlands
542914,20725,Lunch Bag Red Retrospot,28,24-06-2023 16:48,5.01,13568,France
553584,20727,Lunch Bag Black Skull,16,24-04-2023 14:32,2.82,12870,Germany
552144,22632,Hand Warmer Union Jack,13,18-09-2023 03:51,4.87,12509,United Kingdom
554397,22632,Hand Warmer Union Jack,8,20-09-2023 10:34,3.23,14463,United Kingdom
548787,84832,Zinc Metal Heart Decoration,25,20-10-2023 20:22,2.35,16033,United Kingdom
554191,21977,Pack of 60 Pink Paper Doilies,2,05-12-2023 05:35,2.32,14456,Netherlands
540728,22632,Hand Warmer Union Jack,30,11-09-2023 04:28,3.64,16391,Italy
557749,22748,Poppy’s Playhouse Kitchen,3,08-03-2023 05:30,1.54,13888,Spain
540698,20727,Lunch Bag Black Skull,23,13-04-2023 11:12,5.2,14250,United Kingdom
547186,84029G,Union Flag Hot Water Bottle,29,21-12-2023 16:49,2.37,16671,United Kingdom
554512,20727,Lunch Bag Black Skull,30,10-10-2023 18:16,2.64,17010,United Kingdom
553923,21730,Glass Star Frosted T-Light Holder,11,20-02-2023 02:35,2.2,12984,France
556779,71053,White Metal Lantern,21,25-06-2023 16:55,1.21,12795,United Kingdom
547400,22748,Poppy’s Playhouse Kitchen,27,24-11-2023 04:34,4.18,17854,United Kingdom
544171,22112,Chocolate Hot Water Bottle,24,31-08-2023 15:10,3.74,12847,United Kingdom
544360,22960,Jam Making Set With Jars,31,30-06-2023 02:29,4.68,13391,Germany
542502,22086,Paper Chain Kit 50’s Christmas,30,30-07-2023 07:28,1.38,17717,Germany
557101,20727,Lunch Bag Black Skull,1,16-12-2023 20:08,5.19,14993,Netherlands
559166,22633,Hand Warmer Red Polka Dot,1,17-02-2023 16:23,2.62,16457,United Kingdom
545486,21977,Pack of 60 Pink Paper Doilies,8,20-08-2023 01:05,5.13,16571,United Kingdom
548335,84406B,Cream Cupid Hearts Coat Hanger,34,23-09-2023 19:33,1.66,16399,United Kingdom
544491,20727,Lunch Bag Black Skull,16,04-04-2023 22:09,4.4,14232,United Kingdom
551130,20727,Lunch Bag Black Skull,27,12-09-2023 18:57,3.69,14312,Germany
547651,21977,Pack of 60 Pink Paper Doilies,4,27-03-2023 00:44,2.74,13437,Germany
541167,22961,Jam Making Set Printed,19,05-04-2023 15:00,1.54,12401,Portugal
541062,84879,Assorted Colour Bird Ornament,29,15-02-2023 14:56,3.8,14220,United Kingdom
558540,22112,Chocolate Hot Water Bottle,3,05-02-2023 09:39,1.31,17847,United Kingdom
551174,71053,White Metal Lantern,11,10-01-2023 18:18,3.36,12877,United Kingdom
544729,22960,Jam Making Set With Jars,8,01-09-2023 10:15,3.8,15154,Spain
C549348,84029G,Union Flag Hot Water Bottle,-8,27-01-2023 14:12,4.35,17709,France
545334,22961,Jam Making Set Printed,33,20-03-2023 09:43,5.46,17441,United Kingdom
548924,21730,Glass Star Frosted T-Light Holder,8,19-05-2023 23:25,2.32,12906,France
544330,84832,Zinc Metal Heart Decoration,25,01-02-2023 08:00,2.59,16441,United Kingdom
546801,20725,Lunch Bag Red Retrospot,24,28-05-2023 01:42,2.67,13095,Germany
544846,22112,Chocolate Hot Water Bottle,26,15-02-2023 15:03,4.35,15522,United Kingdom
546731,22632,Hand Warmer Union Jack,26,01-03-2023 01:30,5.21,13806,United Kingdom
555368,84879,Assorted Colour Bird Ornament,17,09-03-2023 04:34,5.39,17996,Spain
557337,84406B,Cream Cupid Hearts Coat Hanger,27,17-01-2023 13:46,5.27,13676,United Kingdom
542539,20725,Lunch Bag Red Retrospot,29,06-03-2023 17:46,4.98,12207,Spain
547056,22633,Hand Warmer Red Polka Dot,39,04-07-2023 11:32,5.46,13365,Germany
551516,22632,Hand Warmer Union Jack,9,02-10-2023 11:51,2.82,17152,United Kingdom
551493,20727,Lunch Bag Black Skull,14,05-01-2023 09:24,5.28,17501,United Kingdom
541542,22748,Poppy’s Playhouse Kitchen,5,23-03-2023 11:15,4.47,13409,Spain
553964,22633,Hand Warmer Red Polka Dot,30,24-02-2023 13:37,1.92,17084,United Kingdom
557575,84406B,Cream Cupid Hearts Coat Hanger,28,28-12-2023 20:30,1.4,14925,United Kingdom
546313,20725,Lunch Bag Red Retrospot,37,04-01-2023 10:14,2.12,16257,Germany
559065,21730,Glass Star Frosted T-Light Holder,8,29-06-2023 15:20,4.55,14063,United Kingdom
C557924,20725,Lunch Bag Red Retrospot,-3,19-01-2023 16:32,3.92,14790,United Kingdom
553807,22961,Jam Making Set Printed,28,11-05-2023 16:37,2.16,12245,Spain
549580,84406B,Cream Cupid Hearts Coat Hanger,36,08-03-2023 10:38,4.39,17165,Netherlands
557749,20725,Lunch Bag Red Retrospot,33,12-10-2023 22:09,1.81,14602,United Kingdom
548691,71053,White Metal Lantern,6,30-06-2023 09:56,4.73,17167,Germany
547494,22086,Paper Chain Kit 50’s Christmas,12,16-05-2023 00:38,4.61,17823,France
544312,22086,Paper Chain Kit 50’s Christmas,7,13-05-2023 12:25,5.38,15481,United Kingdom
541324,84029G,Union Flag Hot Water Bottle,28,05-03-2023 09:16,1.85,13477,United Kingdom
543141,22960,Jam Making Set With Jars,7,27-01-2023 07:56,5.1,14497,United Kingdom
559870,22633,Hand Warmer Red Polka Dot,1,16-10-2023 09:23,2.67,17308,France
541810,22632,Hand Warmer Union Jack,24,10-11-2023 06:35,2.99,17850,United Kingdom
546588,84879,Assorted Colour Bird Ornament,19,14-11-2023 16:33,3.21,13480,France
559307,22960,Jam Making Set With Jars,32,04-12-2023 15:35,3.9,13787,Netherlands
